Stimulus,ELP_N_morphs,Crowdsourced_Mean_Morpheme_Count,Crowdsourced_Raw_SD,Crowdsourced_Raw_Median,Crowdsourced_Min,Crowdsourced_Max,Crowdsourced_N,BLUP_Adjusted_Moprheme_Count,BLUP_Adjustment,Transparencey_Measures: ,Signed_Discrepancy_BLUP_minus_ELP,Absolute_Discrepancy,Transparency_Proximity_0_1,Undersegmentation,Oversegmentation,BLUP_Rounded,Item_Rest_Cor,Item_Rest_N
overestimate,3.00,2.82,0.98,3.00,2.00,5.00,11.00,2.80,0.10,,-0.20,0.20,0.84,0.20,0.00,3.00,0.66,11.00
overhaul,2.00,2.10,0.32,2.00,2.00,3.00,10.00,2.10,-0.60,,0.10,0.10,0.91,0.00,0.10,2.00,0.69,10.00
partly,2.00,2.00,0.00,2.00,2.00,2.00,11.00,1.93,-0.78,,-0.07,0.07,0.93,0.07,0.00,2.00,,11.00
pollinated,3.00,2.92,0.79,3.00,2.00,4.00,12.00,2.82,0.11,,-0.18,0.18,0.85,0.18,0.00,3.00,0.72,12.00
properly,2.00,2.11,0.33,2.00,2.00,3.00,9.00,2.30,-0.41,,0.30,0.30,0.77,0.00,0.30,2.00,0.37,9.00
radicalize,3.00,2.25,0.71,2.00,2.00,4.00,8.00,2.33,-0.37,,-0.67,0.67,0.60,0.67,0.00,2.00,0.78,8.00
rarity,2.00,2.00,0.43,2.00,1.00,3.00,12.00,2.07,-0.64,,0.07,0.07,0.94,0.00,0.07,2.00,0.26,12.00
readjust,2.00,2.18,0.40,2.00,2.00,3.00,11.00,2.36,-0.34,,0.36,0.36,0.73,0.00,0.36,2.00,0.37,11.00
redrawn,2.00,2.25,0.45,2.00,2.00,3.00,12.00,2.42,-0.28,,0.42,0.42,0.70,0.00,0.42,2.00,0.41,12.00
rounder,2.00,2.09,0.30,2.00,2.00,3.00,11.00,2.08,-0.63,,0.08,0.08,0.93,0.00,0.08,2.00,-0.24,11.00
savagely,2.00,2.18,0.40,2.00,2.00,3.00,11.00,2.20,-0.50,,0.20,0.20,0.83,0.00,0.20,2.00,0.76,11.00
scarcely,2.00,2.08,0.49,2.00,1.00,3.00,13.00,2.23,-0.48,,0.23,0.23,0.81,0.00,0.23,2.00,0.56,13.00
searcher,2.00,2.15,0.38,2.00,2.00,3.00,13.00,2.12,-0.58,,0.12,0.12,0.89,0.00,0.12,2.00,0.10,13.00
shortened,3.00,2.55,0.52,3.00,2.00,3.00,11.00,2.45,-0.25,,-0.55,0.55,0.65,0.55,0.00,2.00,0.15,11.00
shrewdest,2.00,2.09,0.30,2.00,2.00,3.00,11.00,2.13,-0.57,,0.13,0.13,0.88,0.00,0.13,2.00,0.42,11.00
sinful,2.00,2.00,0.00,2.00,2.00,2.00,10.00,2.20,-0.50,,0.20,0.20,0.83,0.00,0.20,2.00,,10.00
skater,2.00,1.91,0.30,2.00,1.00,2.00,11.00,1.98,-0.73,,-0.02,0.02,0.98,0.02,0.00,2.00,0.64,11.00
sneaky,2.00,1.88,0.35,2.00,1.00,2.00,8.00,1.94,-0.77,,-0.06,0.06,0.94,0.06,0.00,2.00,0.64,8.00
spacer,2.00,2.00,0.00,2.00,2.00,2.00,11.00,1.96,-0.75,,-0.04,0.04,0.96,0.04,0.00,2.00,,11.00
speciality,2.00,2.45,0.82,2.00,1.00,4.00,11.00,2.56,-0.15,,0.56,0.56,0.64,0.00,0.56,3.00,0.62,11.00
surer,2.00,2.08,0.29,2.00,2.00,3.00,12.00,2.04,-0.66,,0.04,0.04,0.96,0.00,0.04,2.00,0.48,12.00
topless,2.00,2.00,0.00,2.00,2.00,2.00,12.00,2.04,-0.67,,0.04,0.04,0.96,0.00,0.04,2.00,,12.00
tourists,3.00,2.44,0.73,3.00,1.00,3.00,9.00,2.42,-0.28,,-0.58,0.58,0.63,0.58,0.00,2.00,0.82,9.00
underexpose,3.00,2.33,0.71,2.00,2.00,4.00,9.00,2.47,-0.24,,-0.53,0.53,0.65,0.53,0.00,2.00,0.58,9.00
unquiet,2.00,2.08,0.29,2.00,2.00,3.00,12.00,2.12,-0.59,,0.12,0.12,0.89,0.00,0.12,2.00,0.75,12.00
unusual,2.00,2.45,0.69,2.00,2.00,4.00,11.00,2.43,-0.28,,0.43,0.43,0.70,0.00,0.43,2.00,0.68,11.00
unzip,2.00,2.00,0.00,2.00,2.00,2.00,11.00,2.03,-0.68,,0.03,0.03,0.97,0.00,0.03,2.00,,11.00
updated,3.00,2.77,0.44,3.00,2.00,3.00,13.00,2.74,0.03,,-0.26,0.26,0.79,0.26,0.00,3.00,0.51,13.00
vaulter,2.00,2.00,0.00,2.00,2.00,2.00,10.00,1.98,-0.73,,-0.02,0.02,0.98,0.02,0.00,2.00,,10.00
warrantee,2.00,2.40,0.52,2.00,2.00,3.00,10.00,2.35,-0.36,,0.35,0.35,0.74,0.00,0.35,2.00,0.59,10.00
wrongful,2.00,2.00,0.00,2.00,2.00,2.00,11.00,2.14,-0.57,,0.14,0.14,0.88,0.00,0.14,2.00,,11.00
yardage,2.00,2.00,0.00,2.00,2.00,2.00,13.00,2.05,-0.65,,0.05,0.05,0.95,0.00,0.05,2.00,,13.00
aggregation,3.00,2.67,0.89,3.00,1.00,4.00,12.00,2.63,-0.08,,-0.37,0.37,0.73,0.37,0.00,3.00,0.74,12.00
agreements,3.00,2.89,0.78,3.00,2.00,4.00,9.00,2.84,0.13,,-0.16,0.16,0.86,0.16,0.00,3.00,0.85,9.00
alcoholic,2.00,2.40,0.52,2.00,2.00,3.00,10.00,2.48,-0.23,,0.48,0.48,0.68,0.00,0.48,2.00,0.68,10.00
analyzable,3.00,2.30,0.48,2.00,2.00,3.00,10.00,2.38,-0.33,,-0.62,0.62,0.62,0.62,0.00,2.00,0.69,10.00
apologising,3.00,3.09,0.83,3.00,2.00,4.00,11.00,2.92,0.22,,-0.08,0.08,0.93,0.08,0.00,3.00,0.72,11.00
attackers,3.00,2.40,0.52,2.00,2.00,3.00,10.00,2.56,-0.15,,-0.44,0.44,0.69,0.44,0.00,3.00,0.25,10.00
attribute,2.00,1.83,0.83,2.00,1.00,3.00,12.00,2.00,-0.70,,0.00,0.00,1.00,0.00,0.00,2.00,0.39,12.00
bastardized,3.00,2.92,0.79,3.00,1.00,4.00,12.00,3.09,0.39,,0.09,0.09,0.92,0.00,0.09,3.00,0.91,12.00
beautiful,2.00,2.08,0.79,2.00,1.00,3.00,12.00,2.30,-0.41,,0.30,0.30,0.77,0.00,0.30,2.00,0.69,12.00
bisexuals,4.00,3.50,0.90,3.00,2.00,5.00,12.00,3.34,0.63,,-0.66,0.66,0.60,0.66,0.00,3.00,0.76,12.00
blamelessly,3.00,2.91,0.30,3.00,2.00,3.00,11.00,2.76,0.06,,-0.24,0.24,0.81,0.24,0.00,3.00,0.55,11.00
bleachers,3.00,2.82,0.40,3.00,2.00,3.00,11.00,2.67,-0.04,,-0.33,0.33,0.75,0.33,0.00,3.00,0.63,11.00
castration,2.00,2.23,0.60,2.00,1.00,3.00,13.00,2.30,-0.41,,0.30,0.30,0.77,0.00,0.30,2.00,0.74,13.00
companionable,3.00,3.00,1.15,3.00,1.00,5.00,10.00,2.96,0.25,,-0.04,0.04,0.96,0.04,0.00,3.00,0.88,10.00
conducive,3.00,2.46,0.52,2.00,2.00,3.00,13.00,2.59,-0.12,,-0.41,0.41,0.71,0.41,0.00,3.00,0.66,13.00
confining,3.00,2.70,0.48,3.00,2.00,3.00,10.00,2.58,-0.13,,-0.42,0.42,0.70,0.42,0.00,3.00,0.52,10.00
consultancy,2.00,2.45,0.82,2.00,1.00,4.00,11.00,2.66,-0.05,,0.66,0.66,0.60,0.00,0.66,3.00,0.88,11.00
consumers,4.00,3.27,0.65,3.00,2.00,4.00,11.00,3.06,0.36,,-0.94,0.94,0.52,0.94,0.00,3.00,0.74,11.00
convulsively,3.00,3.25,0.62,3.00,2.00,4.00,12.00,3.16,0.45,,0.16,0.16,0.86,0.00,0.16,3.00,0.12,12.00
copulation,2.00,2.58,0.79,3.00,1.00,4.00,12.00,2.54,-0.17,,0.54,0.54,0.65,0.00,0.54,3.00,0.75,12.00
countersigns,3.00,3.33,0.49,3.00,3.00,4.00,12.00,3.20,0.49,,0.20,0.20,0.83,0.00,0.20,3.00,0.54,12.00
creaminess,3.00,2.50,0.67,3.00,1.00,3.00,12.00,2.69,-0.01,,-0.31,0.31,0.77,0.31,0.00,3.00,0.79,12.00
cricketer,2.00,2.46,0.78,2.00,1.00,4.00,13.00,2.47,-0.24,,0.47,0.47,0.68,0.00,0.47,2.00,0.68,13.00
decapitation,4.00,3.23,0.83,3.00,2.00,5.00,13.00,3.30,0.59,,-0.70,0.70,0.59,0.70,0.00,3.00,0.78,13.00
diagnosed,3.00,2.46,0.66,3.00,1.00,3.00,13.00,2.40,-0.31,,-0.60,0.60,0.62,0.60,0.00,2.00,0.73,13.00
dimmest,2.00,2.17,0.39,2.00,2.00,3.00,12.00,2.20,-0.51,,0.20,0.20,0.83,0.00,0.20,2.00,0.31,12.00
disappoints,3.00,3.09,0.54,3.00,2.00,4.00,11.00,3.08,0.37,,0.08,0.08,0.93,0.00,0.08,3.00,0.85,11.00
disassociated,5.00,3.27,0.47,3.00,3.00,4.00,11.00,3.24,0.53,,-1.76,1.76,0.36,1.76,0.00,3.00,-0.15,11.00
disbandment,3.00,3.00,0.43,3.00,2.00,4.00,12.00,2.90,0.20,,-0.10,0.10,0.91,0.10,0.00,3.00,0.75,12.00
discernment,3.00,2.82,0.60,3.00,2.00,4.00,11.00,2.78,0.08,,-0.22,0.22,0.82,0.22,0.00,3.00,0.29,11.00
discordant,3.00,2.90,0.32,3.00,2.00,3.00,10.00,2.88,0.17,,-0.12,0.12,0.89,0.12,0.00,3.00,0.77,10.00
discredited,3.00,3.08,0.29,3.00,3.00,4.00,12.00,3.03,0.32,,0.03,0.03,0.98,0.00,0.03,3.00,0.30,12.00
disjointed,4.00,3.00,0.00,3.00,3.00,3.00,11.00,2.98,0.28,,-1.02,1.02,0.50,1.02,0.00,3.00,,11.00
dismissed,3.00,2.70,0.48,3.00,2.00,3.00,10.00,2.82,0.11,,-0.18,0.18,0.85,0.18,0.00,3.00,0.67,10.00
disorganized,4.00,3.17,0.39,3.00,3.00,4.00,12.00,3.18,0.48,,-0.82,0.82,0.55,0.82,0.00,3.00,0.16,12.00
dramatized,3.00,2.91,0.70,3.00,2.00,4.00,11.00,2.89,0.19,,-0.11,0.11,0.90,0.11,0.00,3.00,0.85,11.00
earthling,2.00,2.17,0.39,2.00,2.00,3.00,12.00,1.94,-0.76,,-0.06,0.06,0.94,0.06,0.00,2.00,-0.22,12.00
embarking,3.00,2.75,0.45,3.00,2.00,3.00,12.00,2.90,0.19,,-0.10,0.10,0.91,0.10,0.00,3.00,0.19,12.00
embezzlement,2.00,2.91,0.94,3.00,1.00,4.00,11.00,2.88,0.17,,0.88,0.88,0.53,0.00,0.88,3.00,0.01,11.00
enclosing,3.00,2.80,0.42,3.00,2.00,3.00,10.00,2.89,0.18,,-0.11,0.11,0.90,0.11,0.00,3.00,0.15,10.00
endangered,3.00,2.83,0.58,3.00,1.00,3.00,12.00,2.92,0.21,,-0.08,0.08,0.92,0.08,0.00,3.00,0.88,12.00
engraves,3.00,2.64,0.50,3.00,2.00,3.00,11.00,2.48,-0.22,,-0.52,0.52,0.66,0.52,0.00,2.00,0.12,11.00
entertainer,3.00,3.09,0.54,3.00,2.00,4.00,11.00,2.89,0.19,,-0.11,0.11,0.90,0.11,0.00,3.00,0.81,11.00
executives,4.00,3.27,1.10,3.00,1.00,5.00,11.00,3.07,0.36,,-0.93,0.93,0.52,0.93,0.00,3.00,0.91,11.00
extinguisher,2.00,2.69,0.75,3.00,2.00,4.00,13.00,2.72,0.02,,0.72,0.72,0.58,0.00,0.72,3.00,0.60,13.00
faithlessness,3.00,3.09,0.30,3.00,3.00,4.00,11.00,3.00,0.29,,0.00,0.00,1.00,0.00,0.00,3.00,0.61,11.00
fitfully,3.00,3.00,0.00,3.00,3.00,3.00,9.00,2.93,0.23,,-0.07,0.07,0.94,0.07,0.00,3.00,,9.00
fixative,3.00,2.90,0.32,3.00,2.00,3.00,10.00,2.86,0.16,,-0.14,0.14,0.88,0.14,0.00,3.00,0.47,10.00
follicular,2.00,2.64,0.81,2.00,2.00,4.00,11.00,2.58,-0.12,,0.58,0.58,0.63,0.00,0.58,3.00,0.63,11.00
genitally,3.00,2.40,0.52,2.00,2.00,3.00,10.00,2.50,-0.20,,-0.50,0.50,0.67,0.50,0.00,3.00,0.47,10.00
glancingly,3.00,2.91,0.30,3.00,2.00,3.00,11.00,2.78,0.08,,-0.22,0.22,0.82,0.22,0.00,3.00,0.25,11.00
heroically,3.00,2.83,0.72,3.00,2.00,4.00,12.00,2.86,0.16,,-0.14,0.14,0.88,0.14,0.00,3.00,0.84,12.00
immensity,2.00,2.50,0.53,2.50,2.00,3.00,10.00,2.55,-0.15,,0.55,0.55,0.64,0.00,0.55,3.00,0.71,10.00
inadequately,4.00,3.25,0.45,3.00,3.00,4.00,12.00,3.31,0.61,,-0.69,0.69,0.59,0.69,0.00,3.00,0.45,12.00
inadmissibly,5.00,3.75,0.75,4.00,3.00,5.00,12.00,3.66,0.95,,-1.34,1.34,0.43,1.34,0.00,4.00,0.50,12.00
inapplicable,4.00,3.55,0.93,3.00,2.00,5.00,11.00,3.41,0.71,,-0.59,0.59,0.63,0.59,0.00,3.00,0.70,11.00
ingestion,3.00,2.36,0.67,2.00,1.00,3.00,11.00,2.49,-0.21,,-0.51,0.51,0.66,0.51,0.00,2.00,0.83,11.00
inherits,3.00,2.75,0.45,3.00,2.00,3.00,12.00,2.60,-0.10,,-0.40,0.40,0.72,0.40,0.00,3.00,0.45,12.00
interbreed,2.00,2.45,0.82,2.00,1.00,4.00,11.00,2.57,-0.13,,0.57,0.57,0.64,0.00,0.57,3.00,0.85,11.00
inwards,2.00,2.58,0.51,3.00,2.00,3.00,12.00,2.70,0.00,,0.70,0.70,0.59,0.00,0.70,3.00,0.41,12.00
jarringly,3.00,2.75,0.62,3.00,2.00,4.00,12.00,2.73,0.03,,-0.27,0.27,0.79,0.27,0.00,3.00,0.75,12.00
launderettes,3.00,3.50,0.76,3.00,3.00,5.00,8.00,3.31,0.60,,0.31,0.31,0.77,0.00,0.31,3.00,0.61,8.00
lifelessly,3.00,2.92,0.29,3.00,2.00,3.00,12.00,2.87,0.16,,-0.13,0.13,0.88,0.13,0.00,3.00,0.38,12.00
lifers,3.00,2.00,0.74,2.00,1.00,3.00,12.00,2.18,-0.53,,-0.82,0.82,0.55,0.82,0.00,2.00,0.48,12.00
loftiness,3.00,2.64,0.67,3.00,1.00,3.00,11.00,2.63,-0.08,,-0.37,0.37,0.73,0.37,0.00,3.00,0.81,11.00
lonelier,3.00,2.55,0.52,3.00,2.00,3.00,11.00,2.60,-0.10,,-0.40,0.40,0.72,0.40,0.00,3.00,0.34,11.00
majestically,3.00,2.91,0.70,3.00,2.00,4.00,11.00,3.07,0.36,,0.07,0.07,0.94,0.00,0.07,3.00,0.43,11.00
marketers,3.00,3.09,0.54,3.00,2.00,4.00,11.00,2.94,0.24,,-0.06,0.06,0.95,0.06,0.00,3.00,0.56,11.00
meditative,2.00,2.36,0.50,2.00,2.00,3.00,11.00,2.51,-0.19,,0.51,0.51,0.66,0.00,0.51,3.00,0.73,11.00
meritorious,2.00,3.27,0.79,3.00,2.00,5.00,11.00,3.08,0.38,,1.08,1.08,0.48,0.00,1.08,3.00,0.78,11.00
midpoints,3.00,2.92,0.29,3.00,2.00,3.00,12.00,2.97,0.26,,-0.03,0.03,0.97,0.03,0.00,3.00,0.34,12.00
misdoings,4.00,3.17,0.83,3.00,2.00,5.00,12.00,3.26,0.55,,-0.74,0.74,0.57,0.74,0.00,3.00,0.18,12.00
monographs,3.00,2.79,0.43,3.00,2.00,3.00,14.00,2.67,-0.04,,-0.33,0.33,0.75,0.33,0.00,3.00,0.45,14.00
monstrously,3.00,2.60,0.70,2.50,2.00,4.00,10.00,2.74,0.04,,-0.26,0.26,0.80,0.26,0.00,3.00,0.65,10.00
musculature,2.00,2.50,0.52,2.50,2.00,3.00,12.00,2.58,-0.13,,0.58,0.58,0.63,0.00,0.58,3.00,0.39,12.00
mysteriousness,4.00,3.00,0.95,3.00,2.00,5.00,12.00,3.06,0.35,,-0.94,0.94,0.51,0.94,0.00,3.00,0.78,12.00
neediness,3.00,3.00,0.00,3.00,3.00,3.00,12.00,2.93,0.22,,-0.07,0.07,0.93,0.07,0.00,3.00,,12.00
nightmarish,3.00,2.55,0.52,3.00,2.00,3.00,11.00,2.69,-0.02,,-0.31,0.31,0.76,0.31,0.00,3.00,0.67,11.00
nonagricultural,4.00,3.50,0.85,3.50,2.00,5.00,10.00,3.50,0.79,,-0.50,0.50,0.66,0.50,0.00,3.00,0.79,10.00
noncommissioned,5.00,3.69,0.75,4.00,3.00,5.00,13.00,3.53,0.82,,-1.47,1.47,0.40,1.47,0.00,4.00,0.82,13.00
outlandish,3.00,2.92,0.51,3.00,2.00,4.00,12.00,2.96,0.26,,-0.04,0.04,0.96,0.04,0.00,3.00,0.66,12.00
outranking,3.00,3.00,0.45,3.00,2.00,4.00,11.00,3.01,0.31,,0.01,0.01,0.99,0.00,0.01,3.00,0.41,11.00
overacted,3.00,2.85,0.55,3.00,2.00,4.00,13.00,2.87,0.16,,-0.13,0.13,0.88,0.13,0.00,3.00,0.57,13.00
overawed,3.00,2.80,0.42,3.00,2.00,3.00,10.00,2.93,0.22,,-0.07,0.07,0.93,0.07,0.00,3.00,0.21,10.00
overburdens,3.00,2.83,0.83,3.00,1.00,4.00,12.00,2.75,0.04,,-0.25,0.25,0.80,0.25,0.00,3.00,0.85,12.00
overgeneralize,3.00,2.91,0.54,3.00,2.00,4.00,11.00,2.94,0.24,,-0.06,0.06,0.95,0.06,0.00,3.00,0.65,11.00
overgenerous,2.00,2.82,0.40,3.00,2.00,3.00,11.00,2.81,0.10,,0.81,0.81,0.55,0.00,0.81,3.00,0.67,11.00
overlooks,3.00,3.00,0.43,3.00,2.00,4.00,12.00,2.94,0.24,,-0.06,0.06,0.94,0.06,0.00,3.00,0.59,12.00
overstocking,3.00,2.85,0.69,3.00,1.00,4.00,13.00,2.91,0.21,,-0.09,0.09,0.92,0.09,0.00,3.00,0.89,13.00
peddlers,3.00,2.75,0.45,3.00,2.00,3.00,12.00,2.72,0.02,,-0.28,0.28,0.78,0.28,0.00,3.00,0.71,12.00
penetrative,3.00,2.69,1.03,3.00,1.00,5.00,13.00,2.72,0.01,,-0.28,0.28,0.78,0.28,0.00,3.00,0.90,13.00
perennially,4.00,2.91,0.54,3.00,2.00,4.00,11.00,2.88,0.18,,-1.12,1.12,0.47,1.12,0.00,3.00,-0.12,11.00
periscope,2.00,1.80,0.63,2.00,1.00,3.00,10.00,2.08,-0.62,,0.08,0.08,0.92,0.00,0.08,2.00,0.40,10.00
pharmaceutical,3.00,3.17,0.94,3.00,2.00,5.00,12.00,3.02,0.31,,0.02,0.02,0.98,0.00,0.02,3.00,0.74,12.00
pointlessly,3.00,3.00,0.00,3.00,3.00,3.00,10.00,2.91,0.20,,-0.09,0.09,0.92,0.09,0.00,3.00,,10.00
popularised,4.00,3.00,0.43,3.00,2.00,4.00,12.00,3.08,0.38,,-0.92,0.92,0.52,0.92,0.00,3.00,0.71,12.00
portrayal,2.00,2.33,0.78,2.00,1.00,4.00,12.00,2.47,-0.24,,0.47,0.47,0.68,0.00,0.47,2.00,0.49,12.00
possibility,2.00,2.90,1.20,2.50,2.00,5.00,10.00,2.90,0.19,,0.90,0.90,0.53,0.00,0.90,3.00,0.43,10.00
powerlessly,3.00,3.18,0.40,3.00,3.00,4.00,11.00,3.15,0.45,,0.15,0.15,0.87,0.00,0.15,3.00,0.77,11.00
prearranging,3.00,3.30,0.48,3.00,3.00,4.00,10.00,3.25,0.55,,0.25,0.25,0.80,0.00,0.25,3.00,0.79,10.00
preconditioned,3.00,3.27,0.65,3.00,3.00,5.00,11.00,3.28,0.58,,0.28,0.28,0.78,0.00,0.28,3.00,0.79,11.00
predictably,3.00,3.30,0.67,3.00,2.00,4.00,10.00,3.40,0.70,,0.40,0.40,0.71,0.00,0.40,3.00,0.56,10.00
preventive,2.00,2.62,0.51,3.00,2.00,3.00,13.00,2.56,-0.14,,0.56,0.56,0.64,0.00,0.56,3.00,0.44,13.00
produced,3.00,2.55,0.52,3.00,2.00,3.00,11.00,2.44,-0.27,,-0.56,0.56,0.64,0.56,0.00,2.00,0.58,11.00
productionize,4.00,3.45,0.82,3.00,2.00,5.00,11.00,3.26,0.55,,-0.74,0.74,0.57,0.74,0.00,3.00,0.84,11.00
projectors,4.00,3.20,0.63,3.00,2.00,4.00,10.00,3.11,0.40,,-0.89,0.89,0.53,0.89,0.00,3.00,0.13,10.00
reauthorized,4.00,3.23,0.83,3.00,2.00,5.00,13.00,3.25,0.55,,-0.75,0.75,0.57,0.75,0.00,3.00,0.90,13.00
recalculation,4.00,3.80,0.92,3.50,3.00,5.00,10.00,3.61,0.91,,-0.39,0.39,0.72,0.39,0.00,4.00,0.71,10.00
recapitalised,4.00,3.58,0.79,4.00,2.00,5.00,12.00,3.47,0.77,,-0.53,0.53,0.65,0.53,0.00,3.00,0.50,12.00
recitations,4.00,3.46,0.66,3.00,3.00,5.00,13.00,3.44,0.73,,-0.56,0.56,0.64,0.56,0.00,3.00,0.76,13.00
recommendation,2.00,3.64,1.03,4.00,2.00,5.00,11.00,3.50,0.79,,1.50,1.50,0.40,0.00,1.50,3.00,0.61,11.00
reconciling,3.00,3.25,0.62,3.00,2.00,4.00,12.00,3.28,0.58,,0.28,0.28,0.78,0.00,0.28,3.00,0.35,12.00
reconsidering,3.00,3.58,0.79,3.00,3.00,5.00,12.00,3.53,0.82,,0.53,0.53,0.65,0.00,0.53,4.00,0.83,12.00
reengineer,2.00,2.58,0.51,3.00,2.00,3.00,12.00,2.69,-0.02,,0.69,0.69,0.59,0.00,0.69,3.00,0.50,12.00
regroups,3.00,2.82,0.40,3.00,2.00,3.00,11.00,2.85,0.14,,-0.15,0.15,0.87,0.15,0.00,3.00,0.63,11.00
rekindles,3.00,3.00,0.45,3.00,2.00,4.00,11.00,3.03,0.33,,0.03,0.03,0.97,0.00,0.03,3.00,-0.05,11.00
remarrying,3.00,3.00,0.00,3.00,3.00,3.00,10.00,2.96,0.26,,-0.04,0.04,0.96,0.04,0.00,3.00,,10.00
repossessed,3.00,3.18,0.40,3.00,3.00,4.00,11.00,3.21,0.50,,0.21,0.21,0.83,0.00,0.21,3.00,0.47,11.00
reproducible,4.00,3.30,0.48,3.00,3.00,4.00,10.00,3.28,0.58,,-0.72,0.72,0.58,0.72,0.00,3.00,0.49,10.00
responsibly,2.00,3.08,0.79,3.00,2.00,4.00,12.00,2.98,0.27,,0.98,0.98,0.51,0.00,0.98,3.00,0.87,12.00
safeties,3.00,2.09,0.70,2.00,1.00,3.00,11.00,2.34,-0.37,,-0.66,0.66,0.60,0.66,0.00,2.00,0.73,11.00
scandalized,3.00,3.17,0.39,3.00,3.00,4.00,12.00,3.08,0.38,,0.08,0.08,0.92,0.00,0.08,3.00,0.46,12.00
scrappiness,3.00,2.73,0.47,3.00,2.00,3.00,11.00,2.69,-0.02,,-0.31,0.31,0.76,0.31,0.00,3.00,0.81,11.00
sensible,2.00,2.25,0.45,2.00,2.00,3.00,12.00,2.33,-0.38,,0.33,0.33,0.75,0.00,0.33,2.00,0.54,12.00
shipments,3.00,2.36,0.92,3.00,1.00,3.00,11.00,2.57,-0.14,,-0.43,0.43,0.70,0.43,0.00,3.00,0.82,11.00
socialisation,4.00,3.17,0.58,3.00,2.00,4.00,12.00,3.19,0.48,,-0.81,0.81,0.55,0.81,0.00,3.00,0.70,12.00
steepened,3.00,2.75,0.45,3.00,2.00,3.00,12.00,2.75,0.04,,-0.25,0.25,0.80,0.25,0.00,3.00,0.38,12.00
subeditor,3.00,3.00,0.45,3.00,2.00,4.00,11.00,3.02,0.31,,0.02,0.02,0.98,0.00,0.02,3.00,0.79,11.00
subsidies,3.00,2.55,0.69,2.00,2.00,4.00,11.00,2.64,-0.06,,-0.36,0.36,0.74,0.36,0.00,3.00,0.65,11.00
subsidized,3.00,3.09,0.54,3.00,2.00,4.00,11.00,3.07,0.37,,0.07,0.07,0.93,0.00,0.07,3.00,0.69,11.00
suburbanised,4.00,3.58,0.79,4.00,2.00,5.00,12.00,3.66,0.96,,-0.34,0.34,0.75,0.34,0.00,4.00,0.80,12.00
superiority,2.00,2.75,0.62,3.00,2.00,4.00,12.00,2.76,0.06,,0.76,0.76,0.57,0.00,0.76,3.00,0.84,12.00
supervisors,4.00,2.83,0.83,3.00,1.00,4.00,12.00,2.94,0.23,,-1.06,1.06,0.48,1.06,0.00,3.00,0.93,12.00
teasingly,3.00,2.85,0.55,3.00,2.00,4.00,13.00,2.92,0.22,,-0.08,0.08,0.93,0.08,0.00,3.00,0.47,13.00
temperatures,4.00,3.36,1.12,3.00,1.00,5.00,11.00,3.36,0.65,,-0.64,0.64,0.61,0.64,0.00,3.00,0.77,11.00
theatrical,3.00,3.00,0.50,3.00,2.00,4.00,9.00,2.74,0.04,,-0.26,0.26,0.80,0.26,0.00,3.00,0.56,9.00
transformable,3.00,3.00,0.43,3.00,2.00,4.00,12.00,2.92,0.22,,-0.08,0.08,0.93,0.08,0.00,3.00,0.64,12.00
transmuted,3.00,3.00,0.53,3.00,2.00,4.00,8.00,3.01,0.30,,0.01,0.01,0.99,0.00,0.01,3.00,0.85,8.00
transports,3.00,2.83,0.58,3.00,2.00,4.00,12.00,2.78,0.07,,-0.22,0.22,0.82,0.22,0.00,3.00,0.21,12.00
unaided,3.00,2.75,0.62,3.00,1.00,3.00,12.00,2.78,0.07,,-0.22,0.22,0.82,0.22,0.00,3.00,0.74,12.00
unbecoming,3.00,2.92,0.51,3.00,2.00,4.00,12.00,3.00,0.30,,0.00,0.00,1.00,0.00,0.00,3.00,0.09,12.00
unbinding,3.00,3.09,0.54,3.00,2.00,4.00,11.00,3.15,0.44,,0.15,0.15,0.87,0.00,0.15,3.00,0.30,11.00
uncolored,3.00,3.00,0.00,3.00,3.00,3.00,9.00,2.96,0.25,,-0.04,0.04,0.96,0.04,0.00,3.00,,9.00
uncommonly,3.00,3.09,0.30,3.00,3.00,4.00,11.00,2.98,0.27,,-0.02,0.02,0.98,0.02,0.00,3.00,0.66,11.00
uncooperative,5.00,3.27,0.79,3.00,2.00,5.00,11.00,3.23,0.52,,-1.77,1.77,0.36,1.77,0.00,3.00,0.64,11.00
undereducated,4.00,3.54,0.88,3.00,3.00,6.00,13.00,3.42,0.71,,-0.58,0.58,0.63,0.58,0.00,3.00,0.76,13.00
underscores,3.00,3.00,0.67,3.00,2.00,4.00,10.00,3.09,0.39,,0.09,0.09,0.92,0.00,0.09,3.00,0.83,10.00
underwrite,2.00,2.50,0.76,2.00,2.00,4.00,8.00,2.63,-0.08,,0.63,0.63,0.61,0.00,0.63,3.00,0.29,8.00
unearthed,3.00,3.00,0.00,3.00,3.00,3.00,10.00,2.87,0.16,,-0.13,0.13,0.88,0.13,0.00,3.00,,10.00
uninspired,4.00,3.17,0.72,3.00,2.00,4.00,12.00,3.07,0.36,,-0.93,0.93,0.52,0.93,0.00,3.00,0.81,12.00
uniter,3.00,2.22,0.67,2.00,1.00,3.00,9.00,2.28,-0.42,,-0.72,0.72,0.58,0.72,0.00,2.00,0.60,9.00
unmistakable,4.00,3.18,0.75,3.00,2.00,5.00,11.00,3.09,0.38,,-0.91,0.91,0.52,0.91,0.00,3.00,0.77,11.00
